Nombre ;Apellido;Fecha de nacimiento;tipo Documento;Nro documento;Femenino;genero;Telefono fijo;Nacionalidad;Mail;Calle y Nro;Localidad;Provincia
Samanta ;Olmedo;16/5/1979;DNI;28321010;Femenino;Mujer;(456) 829-6689;argentina;jeffcovey@verizon.net;CHACABUCO 159 Y MONTECASEROS;GUALEGUAY;ENTRE RIOS
Mayte ;Isern Gárate;20/5/1979;DNI;28321011;Femenino;Mujer;(859) 270-2403;argentina;kjohnson@gmail.com;ECHEVERRIA ESTEBAN Nº 6006;LAFERRERE;CAPITAL FEDERAL
Claudio Porfirio Francisco ;Múñiz;30/6/1979;DNI;28321012;masculino;Hombre;(354) 237-3268;argentina;mdielmann@yahoo.ca;Cosquín 78;Liniers;CAPITAL FEDERAL
Patricio ;Manzano Pomares;1/7/1979;DNI;28321013;Masculino;Hombre;(993) 960-7653;argentina;arnold@live.com;AVENIDA SAN MARTIN 29 ;TREVELIN;CHUBUT
Nuria Daniela ;Jáuregui Tejero;2/7/1979;DNI;28321014;Femenino;Mujer;(677) 875-1069;argentina;barjam@icloud.com;AVENIDA JUAN B JUSTO 5075;CORDOBA;CORDOBA
Roque ;Bejarano;6/7/1979;DNI;28321015;masculino;Hombre;(969) 824-6307;argentina;jonathan@att.net;AVENIDA GRAL MANUEL N SAVIO 2200;RIO TERCERO;CORDOBA
Pastora ;Galán Mariño;17/7/1979;DNI;28321016;Femenino;Mujer;(782) 483-8539;argentina;ribet@yahoo.ca;Av. 520 2650;La Plata;BUENOS AIRES
Apolonia ;del Real;20/7/1979;DNI;28321017;Femenino;Mujer;(725) 408-3080;argentina;parrt@outlook.com;ENTRE RIOS 654;SANTA ROSA;LA PAMPA
Inmaculada ;Moles Verdú;2/8/1979;DNI;28321018;Femenino;Mujer;(733) 556-5309;argentina;crypt@gmail.com;AVENIDA EVA PERON 85;COLON;BUENOS AIRES
Miguel ;Llopis;29/8/1979;DNI;28321019;Masculino;Hombre;(744) 267-9349;argentina;noticias@hotmail.com;Hipólito Yrigoyen 13500;Malvinas Argentinas;BUENOS AIRES
Benita ;Exposito Mínguez;30/8/1979;DNI;28321020;Femenino;Mujer;(349) 220-3362;argentina;wonderkid@yahoo.com;Paraguay 919;Retiro;CAPITAL FEDERAL
Rufina ;Vargas Andres;4/9/1979;DNI;28321021;Femenino;Mujer;(322) 327-1204;argentina;camenisch@yahoo.ca;Av. Chilavert 6901;Villa Riachuelo;CAPITAL FEDERAL
Rosario Paz ;Figueroa;13/9/1979;DNI;28321022;Femenino;Mujer;(776) 448-2874;argentina;rfoley@mac.com;51 Nº 456;LA PLATA;BUENOS AIRES
Rosendo ;Almeida Naranjo;24/9/1979;DNI;28321023;masculino;Hombre;(954) 956-0103;argentina;irving@sbcglobal.net;AVENIDA DEL LIBERTADOR 1850 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Amancio ;Bermúdez Flor;23/10/1979;DNI;28321024;Masculino;Hombre;(707) 398-6865;argentina;mhassel@outlook.com;Viamonte 2296;Balvanera;CAPITAL FEDERAL
Concepción ;Catalán;3/11/1979;DNI;28321025;Femenino;Mujer;(947) 361-6058;argentina;carcus@mac.com;Suárez 1599;Barracas;CAPITAL FEDERAL
Yago ;Diez Meléndez;6/11/1979;DNI;28321026;Masculino;Hombre;(304) 471-5232;argentina;hampton@icloud.com;Av. Rivadavia 999;San Nicolás;CAPITAL FEDERAL
Isaac ;del Amaya;30/11/1979;DNI;28321027;masculino;Hombre;(587) 654-1459;argentina;atmarks@mac.com;Rosas 1271;José León Suárez;BUENOS AIRES
Evita Alfaro ;Miguel;10/12/1979;DNI;28321028;Femenino;Mujer;(732) 565-1110;argentina;wsnyder@live.com;Ramón Falcón 5547;Villa Luro;CAPITAL FEDERAL
María ;Sáenz Azorin;22/12/1979;DNI;28321029;Femenino;Mujer;(659) 984-6638;argentina;vsprintf@att.net;LOPEZ ENTRE PLANEZ Y MATIENZO;CONCEPCION;TUCUMAN
Lucila ;del Coronado;25/12/1979;DNI;28321030;Femenino;Mujer;(496) 593-3991;argentina;gordonjcp@gmail.com;Aguirre 236;Villa Crespo;CAPITAL FEDERAL
Vicente ;Palomino Adadia;29/12/1979;DNI;28321031;Masculino;Hombre;(826) 231-0876;argentina;wmszeliga@mac.com;PUEYRREDON Nº 1352;BARRIO NORTE;CAPITAL FEDERAL
Rómulo Ortega;Giner;3/1/1980;DNI;28321032;Masculino;Hombre;(409) 889-4836;argentina;szymansk@gmail.com;Dr. Rómulo Naón 2401;Belgrano;CAPITAL FEDERAL
Aitor ;Pelayo Tello;14/1/1980;DNI;28321033;Masculino;Hombre;(942) 807-6926;argentina;kingjoshi@hotmail.com;Av. Independencia 3802;Boedo;CAPITAL FEDERAL
Isabela Solé ;Nuñez;21/1/1980;DNI;28321034;Femenino;Mujer;(943) 428-2313;argentina;quantaman@icloud.com;Av. Rivadavia 6538;Flores;CAPITAL FEDERAL
Isidora ;de Crespi;9/2/1980;DNI;28321035;Femenino;Mujer;(924) 599-2856;argentina;kludge@comcast.net;VICTORIANO DE LA PLAZA 52;SALTA;SALTA
Isaac ;Morcillo;26/2/1980;DNI;28321036;Masculino;Hombre;(382) 786-4916;argentina;dgriffith@gmail.com;AVENIDA LISANDRO DE LA TORRE 87;CIPOLLETTI;RIO NEGRO
Samanta ;Manjón Godoy;3/3/1980;DNI;28321037;Femenino;Mujer;(494) 813-5651;argentina;njpayne@hotmail.com;SAN JUAN 1001;VILLA MARIA;CORDOBA
Eloísa Rosalina; Pont Madrigal;7/3/1980;DNI;28321038;Femenino;Mujer;(696) 763-2316;argentina;kourai@me.com;Ruta Provincial 88 KM 5;Mar Del Plata;BUENOS AIRES
Nayara ;Fuster Cuesta;18/3/1980;DNI;28321039;Femenino;Mujer;(719) 644-3160;argentina;russotto@att.net;CRAMER 897;BERNAL;BUENOS AIRES
Zacarías ;Milla Fernan;24/3/1980;DNI;28321040;Masculino;Hombre;(362) 958-3945;argentina;nimaclea@mac.com;Av. Lisandro De Latorre 790;Liniers;CAPITAL FEDERAL
Melania Ariadna ;Barceló Garcés;30/3/1980;DNI;28321041;Femenino;Mujer;(419) 691-3967;argentina;hermanab@mac.com;Av. Vergara 4121;Hurlingham;BUENOS AIRES
Juanita Pastora ;Escolano Marí;11/4/1980;DNI;28321042;Femenino;Mujer;(471) 733-8756;argentina;dexter@aol.com;AVENIDA COLOMBRES 1832 ;BUENOS AIRES;BUENOS AIRES
Amaro ;Quero Pare;12/4/1980;DNI;28321043;Masculino;Hombre;(458) 895-2442;argentina;mfburgo@hotmail.com;Av. Maipú 3393;La Lucila;BUENOS AIRES
Lisandro ;delgado Nadal;18/4/1980;DNI;28321044;Masculino;Hombre;(748) 495-1748;argentina;ilyaz@me.com;CASEROS 150;VILLA DE SOTO;CORDOBA
Nidia ;Saez Campoy;28/4/1980;DNI;28321045;Femenino;Mujer;(265) 609-6654;argentina;flakeg@verizon.net;AVENIDA VALPARAISO 3960;CORDOBA;CORDOBA
Pedro Sancho;Garrido;1/5/1980;DNI;28321046;masculino;Hombre;(473) 259-7625;argentina;dvdotnet@aol.com;RIVADAVIA 1 ;GENERAL BELGRANO;BUENOS AIRES
Adriana ;Higueras Ribes;7/5/1980;DNI;28321047;Femenino;Mujer;(486) 549-5020;argentina;willg@sbcglobal.net;Av. Independencia 3802;Boedo;CAPITAL FEDERAL
Gonzalo ;Sans Miró;8/5/1980;DNI;28321048;Masculino;Hombre;(334) 305-7194;argentina;corrada@mac.com;AVENIDA ALBERDI 7500 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Primitiva ;Quintero Sacristán;19/5/1980;DNI;28321049;Femenino;Mujer;(773) 942-8792;argentina;mosses@yahoo.ca;Junin 1460;Recoleta;CAPITAL FEDERAL
Loreto ;Burgos;20/5/1980;DNI;28321050;Masculino;Hombre;(399) 450-6042;argentina;redingtn@hotmail.com;Formosa 565;Caballito;CAPITAL FEDERAL
Adolfo ;Gaya Canales;31/5/1980;DNI;28321051;Masculino;Hombre;(205) 909-7964;argentina;jfreedma@comcast.net;Jerónimo Salguero 3212;Palermo;CAPITAL FEDERAL
Manu ;Vega Girona;10/6/1980;DNI;28321052;masculino;Hombre;(385) 830-3297;argentina;thowell@me.com;Av. Ángel T. De Alvear 1960;Don Torcuato;BUENOS AIRES
Emilia María Luisa ;Lluch Vives;22/6/1980;DNI;28321053;Femenino;Mujer;(859) 862-4703;argentina;phish@live.com;Hipólito Yrigoyen 3254;Balvanera;CAPITAL FEDERAL
Dulce Caridad ;Rojas Ángel;2/7/1980;DNI;28321054;Femenino;Mujer;(606) 269-6077;argentina;krueger@msn.com;AVENIDA KOESSLER 965;SAN MARTIN DE LOS ANDES;NEUQUEN
Seve Laguna;Bas;5/7/1980;DNI;28321055;Masculino;Hombre;(262) 756-8019;argentina;ovprit@aol.com;B. ARAOZ 741;SAN MIGUEL DE TUCUMAN;TUCUMAN
Ágata Bermú;dez;6/7/1980;DNI;28321056;Femenino;Mujer;(487) 438-4975;argentina;wagnerch@yahoo.com;AVENIDA RIVADAVIA 14785;LA RIOJA;LA RIOJA
Febe ;Amaya;12/7/1980;DNI;28321057;Femenino;Mujer;(977) 707-4772;argentina;bryam@outlook.com;PRESIDENTE JUAN DOMINGO PERON 58;BANFIELD;BUENOS AIRES
Leandro ;Gabino Cruz Izaguirre;16/7/1980;DNI;28321058;Masculino;Hombre;(939) 500-3265;argentina;cgreuter@yahoo.com;BOULEVARD CARLOS PELLEGRINI 65;SANTA FE;SANTA FE
Amalia Itziar Sebastián ;Revilla;20/7/1980;DNI;28321059;Femenino;Mujer;(774) 962-9792;argentina;cameron@mac.com;Seguí 849;Adrogué;BUENOS AIRES
Esteban ;Vaquero Dominguez;3/8/1980;DNI;28321060;masculino;Hombre;(561) 625-6255;argentina;wildixon@optonline.net;YRIGOYEN HIPOLITO Nº 405;QUILMES;CAPITAL FEDERAL
Mamen ;del Carrasco;19/8/1980;DNI;28321061;masculino;Hombre;(896) 641-7976;argentina;mcnihil@verizon.net;Av. Argentina 1915;Merlo;BUENOS AIRES
Nazaret;Morán Escamilla;30/8/1980;DNI;28321062;Femenino;Mujer;(400) 658-1904;argentina;themer@hotmail.com;Boulogne Sur Mer 301;General Pacheco;BUENOS AIRES
Vito ;del Abad;1/9/1980;DNI;28321063;Masculino;Hombre;(571) 271-7420;argentina;sherzodr@att.net;Av. Pueyrredón 1054;Recoleta;CAPITAL FEDERAL
Feliciana ;Gutierrez Mora;18/9/1980;DNI;28321064;Femenino;Mujer;(371) 781-3986;argentina;tbmaddux@comcast.net;Ramón Falcón 2402;Flores;CAPITAL FEDERAL
Paola ;Casanovas;22/9/1980;DNI;28321065;Femenino;Mujer;(244) 616-3629;argentina;cliffski@live.com;COLECTORA QUARANTA 6450 ;POSADAS;MISIONES
Clemente ;Ferrero Garmendia;26/9/1980;DNI;28321066;masculino;Hombre;(203) 272-8879;argentina;dpitts@mac.com;AV. HIPOLITO YRIGOYEN 24763;GUERNICA;BUENOS AIRES
Anacleto ;Caballero Ferrera;28/9/1980;DNI;28321067;masculino;Hombre;(588) 897-0633;argentina;nwiger@aol.com;AVENIDA GRAL JULIO A ROCA 15 ;GENERAL ROCA;RIO NEGRO
Ligia ;Moya Calleja;29/9/1980;DNI;28321068;Femenino;Mujer;(988) 433-7129;argentina;tristan@live.com;Maipú 171;San Nicolás;CAPITAL FEDERAL
Isidoro ;Salas Marqués;4/10/1980;DNI;28321069;Masculino;Hombre;(505) 554-8992;argentina;jsbach@aol.com;CORRIENTES Nº 3702;ABASTO;CAPITAL FEDERAL
Lola Vanesa ;Roda Verdejo;4/10/1980;DNI;28321070;Femenino;Mujer;(691) 320-1793;argentina;cumarana@live.com;MORENO Nº 34;BAHIA BLANCA;BUENOS AIRES
Emma ;del Amor;8/10/1980;DNI;28321071;Femenino;Mujer;(538) 584-5847;argentina;mbswan@optonline.net;Josá Andrés Pacheco De Melo 2648;Recoleta;CAPITAL FEDERAL
Damián ;Andra;30/10/1980;DNI;28321072;masculino;Hombre;(607) 905-6893;argentina;kidehen@msn.com;AVENIDA GRAL SAN MARTIN 140;HASENKAMP;ENTRE RIOS
Eusebio ;Barros Guardia;19/11/1980;DNI;28321073;masculino;Hombre;(927) 989-2134;argentina;thomasj@hotmail.com;Hipólito Yrigoyen 3254;Balvanera;CAPITAL FEDERAL
Gracia ;Goicoechea Alba;10/12/1980;DNI;28321074;Femenino;Mujer;(685) 726-6159;argentina;slanglois@hotmail.com;AVENIDA GRAL SAN MARTIN 140;HASENKAMP;ENTRE RIOS
desiderio ;Mendoza Escobar;19/12/1980;DNI;28321075;Masculino;Hombre;(889) 376-3128;argentina;sfoskett@sbcglobal.net;Sucre 2480;Belgrano;CAPITAL FEDERAL
Claudia ;Ibañez Peñas;2/1/1981;DNI;29145331;Femenino;Mujer;(788) 716-6288;argentina;eminence@optonline.net;AVENIDA AVELINO ROLON 2488 ;BOULOGNE;BUENOS AIRES
Josep Reina ;Prieto;13/1/1981;DNI;29145332;Femenino;Mujer;(741) 758-2688;argentina;tellis@me.com;LA RIOJA 84;SALTA;SALTA
Pepe Juanito Adán ;Anaya;4/2/1981;DNI;29145333;Masculino;Hombre;(732) 906-0070;argentina;howler@mac.com;Av. Hipólito Yrigoyen 4435;Lanús Oeste;BUENOS AIRES
Santiago ;Garmendia Doménech;7/2/1981;DNI;29145334;Masculino;Hombre;(493) 751-7562;argentina;brainless@msn.com;Av. Pueyrredón 672;Balvanera;CAPITAL FEDERAL
Reina ;Losada Alfonso;19/2/1981;DNI;29145335;Femenino;Mujer;(911) 247-1909;argentina;bjornk@aol.com;José Pedro Varela 3191;Villa del Parque;CAPITAL FEDERAL
Emperatriz ;Quirós Aguirre;19/2/1981;DNI;29145336;Femenino;Mujer;(531) 907-4416;argentina;galbra@comcast.net;AVENIDA 9 DE JULIO 745;RESISTENCIA;CHACO
Victoriano Tapia;Cabanillas;6/3/1981;DNI;29145337;Masculino;Hombre;(851) 782-6044;argentina;dleconte@outlook.com;AVENIDA VELEZ SARSFIELD 596 ;CORDOBA;CORDOBA
Nayara Gimeno ;Velasco;12/3/1981;DNI;29145338;Femenino;Mujer;(672) 429-8285;argentina;ntegrity@aol.com;AVENIDA LA GLORIA 1813;TUPUNGATO;MENDOZA
Ester; Gras Talavera;13/3/1981;DNI;29145339;Femenino;Mujer;(831) 249-5449;argentina;clkao@yahoo.com;Yerbal 2701;Flores;CAPITAL FEDERAL
José ;Cañas Martinez;19/3/1981;DNI;29145340;Masculino;Hombre;(860) 430-9246;argentina;frikazoyd@verizon.net;BARTOLOME MITRE 1199 ;MORENO;BUENOS AIRES
Clementina ;Salcedo Valenzuela;22/3/1981;DNI;29145341;Femenino;Mujer;(295) 730-6919;argentina;scottzed@live.com;Pres. Juan Domingo Perón 5954;Ingeniero Budge;BUENOS AIRES
Victor Manuel ;Sedano;31/3/1981;DNI;29145342;Masculino;Hombre;(493) 311-8669;argentina;north@live.com;ENTRE RIOS 354;SANTA ROSA;LA PAMPA
Albano Teodosio ;Cañete Rosa;4/4/1981;DNI;29145343;Masculino;Hombre;(779) 217-3175;argentina;ralamosm@gmail.com;BELGRANO 450;CHASCOMUS;BUENOS AIRES
Regina ;del Parejo;5/4/1981;DNI;29145344;Femenino;Mujer;(844) 950-9259;argentina;dpitts@hotmail.com;CORDOBA 57;ROSARIO;SANTA FE
Sarita ;Neira Toro;6/4/1981;DNI;29145345;Femenino;Mujer;(272) 202-0144;argentina;ninenine@icloud.com;Arroyo 859;Retiro;CAPITAL FEDERAL
Loreto Estrella ;Viñas Juan;14/4/1981;DNI;29145346;Femenino;Mujer;(907) 754-8902;argentina;sarahs@verizon.net;AVENIDA VIRGEN DEL VALLE 600;SAN FDO DEL VALLE DE CATAMARCA;CATAMARCA
Cándida Sedano ;Jiménez;16/4/1981;DNI;29145347;Femenino;Mujer;(876) 612-6879;argentina;noneme@me.com;LA RIOJA 96;SALTA;SALTA
Anacleto ;Paniagua;21/4/1981;DNI;29145348;masculino;Hombre;(232) 995-8639;argentina;augusto@yahoo.com;CALLE 15 ;VICTORICA;LA PAMPA
Tecla ;Conesa;26/4/1981;DNI;29145349;Femenino;Mujer;(258) 518-2594;argentina;slaff@me.com;EQUIZA DOCTOR JOSE Nº 4491;GONZALEZ CATAN;CAPITAL FEDERAL
Damián Tomas ;Solís;1/5/1981;DNI;29145350;masculino;Hombre;(762) 419-8629;argentina;cliffordj@yahoo.ca;AVENIDA BELGRANO 854;SAN MIGUEL DE TUCUMAN;TUCUMAN
Gregorio ;Salamanca;17/5/1981;DNI;29145351;Masculino;Hombre;(268) 712-7660;argentina;mugwump@gmail.com;Oliden 450;Lomas de Zamora;BUENOS AIRES
Emiliano ;Galván Madrigal;30/5/1981;DNI;29145352;Masculino;Hombre;(944) 933-0069;argentina;joehall@gmail.com;Sucre 4230;Villa Urquiza;BUENOS AIRES
Vicenta ;Rivero Otero;11/7/1981;DNI;29145353;Femenino;Mujer;(719) 895-4064;argentina;marin@att.net;AVENIDA GRAL MANUEL N SAVIO 2200;RIO TERCERO;CORDOBA
Ariel ;Gallego Diego;16/8/1981;DNI;29145354;Femenino;Mujer;(260) 372-4164;argentina;slaff@aol.com;Talcahuano 467;San Nicolás;BUENOS AIRES
Florinda ;Gascón Gonzalo;11/9/1981;DNI;29145355;Femenino;Mujer;(723) 961-1436;argentina;oevans@aol.com;AVENIDA M.S DE LORIA 5085;CORDOBA;CORDOBA
Soraya ;Cáceres Marin;15/9/1981;DNI;29145356;Femenino;Mujer;(732) 949-7420;argentina;preneel@verizon.net;GRAL MARTIN RODRIGUEZ 752;BANFIELD;BUENOS AIRES
Amor ;Estrada;20/9/1981;DNI;29145357;Femenino;Mujer;(768) 652-3949;argentina;ivoibs@icloud.com;MITRE BARTOLOME Nº 2402;MORENO;CAPITAL FEDERAL
Fortunata ;Jordán;21/9/1981;DNI;29145358;Femenino;Mujer;(410) 711-4695;argentina;pplinux@icloud.com;Arce 728;Palermo;CAPITAL FEDERAL
Ruben ;Marquez Belda;22/9/1981;DNI;29145359;Masculino;Hombre;(638) 925-5729;argentina;josem@hotmail.com;Martiniano Leguizamón 1576;Mataderos;CAPITAL FEDERAL
Tito ;Oliveras;30/9/1981;DNI;29145360;Masculino;Hombre;(848) 504-4182;argentina;mjewell@verizon.net;Av. Córdoba 2529;Recoleta;CAPITAL FEDERAL
Nerea ;de Portero;14/10/1981;DNI;29145361;Femenino;Mujer;(552) 912-4336;argentina;wonderkid@yahoo.ca;Martiniano Leguizamón 1576;Mataderos;CAPITAL FEDERAL
Jonatan ;Fonseca Quevedo;22/12/1981;DNI;29145362;Masculino;Hombre;(671) 615-3675;argentina;dgriffith@aol.com;Tres De Febrero 1857;Belgrano;CAPITAL FEDERAL
Aroa ;Pujol Belmonte;5/1/1982;DNI;29145363;Femenino;Mujer;(283) 827-0141;argentina;nachbaur@yahoo.com;FAMATINA 3070 ;ITUZAINGO;BUENOS AIRES
Nicolasa ;de Verdugo;10/1/1982;DNI;29145364;Femenino;Mujer;(247) 429-9544;argentina;wetter@mac.com;AVENIDA ESPAÑA 254;VILLA KRAUSE;SAN JUAN
Beatriz ;Jimenez Antón;30/1/1982;DNI;29145365;Femenino;Mujer;(442) 496-8157;argentina;pereinar@mac.com;Av. Santa Fe 1954;Recoleta;CAPITAL FEDERAL
Lisandro; Benavides Barba;30/1/1982;DNI;29145366;Masculino;Hombre;(562) 687-6697;argentina;jdhedden@me.com;Av. Cabildo 3722;Saavedra;CAPITAL FEDERAL
Maximiliano ;Ferrer Solé;10/2/1982;DNI;29145367;Masculino;Hombre;(557) 382-0708;argentina;symbolic@optonline.net;JUAN BAUTISTA ALBERDI Nº 57;CHACABUCO;BUENOS AIRES
Héctor ;Puga Tudela;24/2/1982;DNI;29145368;masculino;Hombre;(308) 927-4163;argentina;ramollin@icloud.com;Luis María Drago 285;Villa Crespo;CAPITAL FEDERAL
Paca ;Castell Viana;8/3/1982;DNI;29145369;Masculino;Hombre;(673) 380-1953;argentina;amimojo@yahoo.com;Independencia 3067;Carapachay;BUENOS AIRES
Alberto  ;Rius;10/3/1982;DNI;29145370;Masculino;Hombre;(411) 283-4519;argentina;singer@mac.com;Juramento 2971;Belgrano;CAPITAL FEDERAL
Ciro ;Ledesma Bru;13/3/1982;DNI;29145371;masculino;Hombre;(921) 657-7404;argentina;rnewman@optonline.net;Bartolomé Mitre 264;San Nicolás de los Arroyos;BUENOS AIRES
Pío ;del Lastra;30/3/1982;DNI;29145372;Masculino;Hombre;(447) 481-7902;argentina;goresky@aol.com;GRAL. MARTIN MIGUEL DE GUEMES 4;SALTA;SALTA
Benito ;Aranda Olivera;9/4/1982;DNI;29145373;masculino;Hombre;(516) 505-2111;argentina;symbolic@live.com;AVENIDA SAN MARTIN 29 ;TREVELIN;CHUBUT
Lilia ;Narváez Batalla;9/5/1982;DNI;29145374;Femenino;Mujer;(752) 297-5212;argentina;mrobshaw@me.com;AVENIDA QUIRRICO PORRECA 547;RIO CUARTO;CORDOBA
Amparo ;Galván Polo;17/5/1982;DNI;29145375;Femenino;Mujer;(390) 414-6347;argentina;telbij@hotmail.com;Santa Fe 2349;Martínez;BUENOS AIRES
Ágata ;Carbajo Calvo;2/6/1982;DNI;29145376;Femenino;Mujer;(979) 684-4030;argentina;floxy@gmail.com;Av. Maipú 2960;Olivos;BUENOS AIRES
Evaristo ;Loreto Ferrer Mariño;16/6/1982;DNI;29145377;Masculino;Hombre;(843) 742-7308;argentina;dwheeler@me.com;HIPOLITO YRIGOYEN 6727;SANTA LUCIA;SAN JUAN
Aitana ;Escudero Hidalgo;8/7/1982;DNI;29145378;Femenino;Mujer;(836) 752-4390;argentina;jaesenj@icloud.com;GRAL. MARTIN MIGUEL DE GUEMES 4;SALTA;SALTA
Abril Morante;Portero;16/7/1982;DNI;29145379;Femenino;Mujer;(653) 317-7538;argentina;wbarker@aol.com;PEDRO LAGRAVE Nº 681;PILAR;BUENOS AIRES
Xiomara ;Sáenz Batalla;18/7/1982;DNI;29145380;Femenino;Mujer;(610) 698-5603;argentina;wildfire@yahoo.ca;Paraguay 521;Retiro;CAPITAL FEDERAL
Teodosio ;Niño;30/7/1982;DNI;29145381;Masculino;Hombre;(892) 339-6497;argentina;zwood@verizon.net;AVENIDA SARMIENTO 1798;RESISTENCIA;CHACO
Sol ;Rosales Calvo;7/8/1982;DNI;29145382;Femenino;Mujer;(548) 446-1387;argentina;sagal@icloud.com;AVENIDA 25 DE MAYO 42;LANUS;BUENOS AIRES
Estrella ;Peñas Benito;26/8/1982;DNI;29145383;Femenino;Mujer;(243) 906-5992;argentina;kohlis@live.com;AVENIDA LOPE DE VEGA 1502 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Asdrubal Franco ;Montaña;29/8/1982;DNI;29145384;Masculino;Hombre;(688) 304-8571;argentina;credmond@me.com;LA ESMERALDA 25;CIPOLLETTI;RIO NEGRO
Beatriz ;Rodriguez Iborra;25/9/1982;DNI;29145385;Femenino;Mujer;(382) 950-9603;argentina;malattia@msn.com;AVENIDA MATE DE LUNA 2584;SAN MIGUEL DE TUCUMAN;TUCUMAN
Estefanía ;Peñas;26/9/1982;DNI;29145386;Femenino;Mujer;(381) 532-2238;argentina;gerlo@optonline.net;AVENIDA OCAMPO 815;SAN FDO DEL VALLE DE CATAMARCA;CATAMARCA
Lisandro Guillermo ;delgado Porcel;13/10/1982;DNI;29145387;Masculino;Hombre;(695) 831-3671;argentina;killmenow@aol.com;J. B. Alberdi 4550;Caba;CAPITAL FEDERAL
Desiderio Vizcaíno ;Seguí;14/10/1982;DNI;29145388;Masculino;Hombre;(779) 490-1731;argentina;mgemmons@yahoo.ca;DE LA NACION Nº 175;SAN NICOLAS;BUENOS AIRES
Rufino ;Beltran;22/10/1982;DNI;29145389;Masculino;Hombre;(693) 870-1822;argentina;alhajj@mac.com;Las Heras 3315;Recoleta;CAPITAL FEDERAL
Nerea Leon ;Puga;23/10/1982;DNI;29145390;Femenino;Mujer;(360) 620-0866;argentina;claesjac@aol.com;ROCA PRESIDENTE GENERAL JULIO ARGENTINO Nº 1008;HURLINGHAM;CAPITAL FEDERAL
Daniela ;Cabello Vallés;26/10/1982;DNI;29145391;Femenino;Mujer;(888) 289-8104;argentina;corrada@gmail.com;Ricardo Balbín 4189;Saavedra;CAPITAL FEDERAL
Dafne ;Amigó Arias;5/11/1982;DNI;29145392;Femenino;Mujer;(867) 348-9295;argentina;dpitts@yahoo.ca;CALLE 1 85;AÑELO;NEUQUEN
Estela ;Cases Peral;6/11/1982;DNI;29145393;Femenino;Mujer;(741) 507-6188;argentina;firstpr@aol.com;De Los Ceibos 233;Ciudad Jardín Lomas del Palomar;BUENOS AIRES
Leire ;Aroa Alfaro Olmo;3/12/1982;DNI;29145394;masculino;Hombre;(522) 838-0614;argentina;hahsler@yahoo.ca;AVENIDA PEDRO FERRE 2590;CORRIENTES;CORRIENTES
Curro ;Cañellas;28/12/1982;DNI;29145395;masculino;Hombre;(229) 988-7982;argentina;cantu@mac.com;VICTORIANO DE LA PLAZA 52;SALTA;SALTA
Nilda ;de Garrido;29/12/1982;DNI;29145396;Femenino;Mujer;(773) 468-1836;argentina;ghost@yahoo.ca;Av. Rivadavia 3221;Balvanera;CAPITAL FEDERAL
Federico P;izarro Coello;5/1/1983;DNI;29145397;Masculino;Hombre;(696) 224-8334;argentina;adamk@icloud.com;AVENIDA DEL LIBERTADOR 1850 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Héctor ;Galván;29/1/1983;DNI;29145398;Masculino;Hombre;(602) 356-3808;argentina;weidai@att.net;Fray Justo Sta. María De Oro 2121;Palermo;CAPITAL FEDERAL
Alejandra ;Beltrán Fuente;13/2/1983;DNI;29145399;Femenino;Mujer;(952) 284-4700;argentina;sartak@outlook.com;SAN JUAN 1001;VILLA MARIA;CORDOBA
Dorotea ;Diez Aznar;14/2/1983;DNI;29145400;Femenino;Mujer;(887) 405-0872;argentina;punkis@sbcglobal.net;AVENIDA BENAVIDEZ 1096;SAN JUAN;SAN JUAN
Patricio ;Alberola Sandoval;14/2/1983;DNI;29145401;masculino;Hombre;(682) 371-3633;argentina;boein@icloud.com;Av. De Los Incas 4466;Villa Ortúzar;CAPITAL FEDERAL
Eliana ;Solsona Girón;8/3/1983;DNI;29145402;Femenino;Mujer;(263) 379-6789;argentina;mahbub@verizon.net;DR VELEZ SARSFIELD 954;LA RIOJA;LA RIOJA
Pío ;Fonseca;15/3/1983;DNI;29145403;Masculino;Hombre;(730) 738-3338;argentina;mcmillan@optonline.net;RUTA PROVINCIAL EX DE DESIERTO 874;CENTENARIO;NEUQUEN
Gregorio ;Llabrés Rebollo;30/3/1983;DNI;29145404;Masculino;Hombre;(629) 776-7927;argentina;intlprog@verizon.net;Suipacha 726;San Nicolás;BUENOS AIRES
Melania ;Lobato Mena;1/4/1983;DNI;29145405;Femenino;Mujer;(523) 677-7026;argentina;jdhedden@mac.com;Gallo 149;Caba;CAPITAL FEDERAL
Apolonia Luís;Bernat;10/4/1983;DNI;29145406;Femenino;Mujer;(726) 230-1885;argentina;jipsen@mac.com;AVENIDA ARTURO H ILLIA 1046 ;SAN FDO DEL VALLE DE CATAMARCA;CATAMARCA
María Teresa ;Llamas Mariño;23/4/1983;DNI;29145407;Femenino;Mujer;(226) 474-1021;argentina;gboss@icloud.com;AVENIDA CABILDO 1499 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Antonio ;Mendizábal Sevillano;1/5/1983;DNI;29145408;masculino;Hombre;(324) 284-9902;argentina;zavadsky@yahoo.ca;LA RIOJA 96;SALTA;SALTA
